timestamp,sensor_id,machine_id,location,temperature,humidity,pressure,vibration,energy_consumption,machine_status,target_failure_risk
2024-01-05 18:00:00,sensor_10,machine_4,East Plant,91.74,40.16,101.9,1.67,173.85,idle,0.7799
2024-04-10 03:00:00,sensor_3,machine_4,South Yard,91.63,50.74,101.05,0.888,168.12,idle,0.5752
2024-01-04 04:00:00,sensor_10,machine_2,South Yard,62.2,32.68,99.7,1.11,121.74,running,0.0391
2024-02-28 06:00:00,sensor_7,machine_2,West Plant,69.52,35.16,102.47,0.84,137.15,running,0.3166
2024-02-21 15:00:00,sensor_5,machine_3,North Bay,79.9,54.75,100.77,1.278,88.34,idle,0.4978
2024-02-10 17:00:00,sensor_2,machine_3,North Bay,83.15,42.37,101.98,2.237,148.16,idle,0.4393
2024-03-28 14:00:00,sensor_6,machine_4,East Plant,90.62,38.31,101.71,1.797,178.13,fault,0.4154
2024-03-07 03:00:00,sensor_2,machine_3,South Yard,84.84,61.5,99.63,1.224,112.68,fault,0.6346
2024-03-31 10:00:00,sensor_8,machine_2,West Plant,74.91,41.2,101.73,1.411,141.68,fault,0.3758
2024-03-26 14:00:00,sensor_9,machine_2,East Plant,74.98,66.08,101.3,0.518,441.24,running,0.3969
2024-03-14 23:00:00,sensor_12,machine_3,East Plant,77.34,39.34,100.86,1.391,141.1,idle,0.3607
2024-03-17 01:00:00,sensor_5,machine_2,East Plant,63.66,46.74,100.78,1.659,132.91,running,0.1868
2024-03-05 18:00:00,sensor_10,machine_3,East Plant,64.16,36.64,101.92,0.834,136.73,fault,0.1481
2024-01-02 18:00:00,sensor_1,machine_1,South Yard,58.34,53.73,100.76,0.057,125.15,running,0.0
2024-04-16 14:00:00,sensor_2,machine_3,East Plant,81.01,34.08,101.45,1.022,144.44,maintenance,0.5766
2024-03-19 17:00:00,sensor_2,machine_1,South Yard,62.54,49.22,101.05,0.864,111.99,fault,0.0
2024-01-07 23:00:00,sensor_4,machine_2,South Yard,64.7,40.13,102.76,0.772,146.4,fault,0.0
2024-02-06 15:00:00,sensor_12,machine_2,East Plant,70.69,45.45,101.04,1.286,138.3,maintenance,0.2847
2024-03-13 08:00:00,sensor_6,machine_4,East Plant,86.47,36.89,100.86,0.861,172.28,running,0.6456
2024-04-06 21:00:00,sensor_6,machine_1,West Plant,70.19,33.83,102.1,0.429,107.26,running,0.0942
2024-04-28 23:00:00,sensor_9,machine_1,South Yard,61.79,44.04,102.36,1.211,134.36,fault,0.2312
2024-03-11 09:00:00,sensor_1,machine_2,East Plant,61.91,38.78,101.84,1.901,103.51,fault,0.0738
2024-02-03 16:00:00,sensor_5,machine_3,East Plant,74.15,38.86,100.85,1.42,158.58,fault,0.4866
2024-01-22 08:00:00,sensor_9,machine_3,North Bay,97.01,46.54,101.59,1.693,153.61,maintenance,0.6261
2024-02-12 06:00:00,sensor_1,machine_1,North Bay,62.53,33.67,101.28,1.197,125.14,running,0.0
2024-04-11 09:00:00,sensor_9,machine_4,South Yard,62.53,33.67,101.28,1.197,158.32,maintenance,0.5202
2024-02-19 05:00:00,sensor_8,machine_4,East Plant,62.53,33.67,101.28,1.197,192.96,idle,0.5973
2024-02-16 21:00:00,sensor_8,machine_2,West Plant,70.24,32.18,101.14,2.322,112.17,idle,0.1501
2024-02-29 06:00:00,sensor_3,machine_4,West Plant,91.81,45.3,101.52,1.3,172.51,idle,0.6377
2024-02-21 09:00:00,sensor_3,machine_3,South Yard,76.65,24.34,102.92,0.799,148.02,running,0.5377
2024-01-13 19:00:00,sensor_5,machine_1,West Plant,63.41,50.06,100.84,1.465,112.94,idle,0.2268
2024-04-28 18:00:00,sensor_3,machine_2,South Yard,74.41,62.97,102.68,1.38,105.72,maintenance,0.242
2024-01-15 14:00:00,sensor_6,machine_1,North Bay,60.4,33.95,101.28,0.229,103.34,maintenance,0.1039
2024-02-17 17:00:00,sensor_11,machine_1,East Plant,61.96,42.35,100.9,1.63,112.74,maintenance,0.0
2024-02-19 11:00:00,sensor_3,machine_3,West Plant,75.82,48.56,101.22,0.137,131.01,idle,0.1292
2024-04-20 12:00:00,sensor_5,machine_2,East Plant,75.82,48.56,101.22,0.137,125.94,running,0.2541
2024-03-14 14:00:00,sensor_2,machine_1,West Plant,64.81,48.12,100.69,2.436,111.8,fault,0.0805
2024-03-13 03:00:00,sensor_12,machine_2,West Plant,64.89,54.56,99.59,0.334,125.51,idle,0.3943
2024-04-22 16:00:00,sensor_1,machine_4,South Yard,81.07,43.25,101.3,2.097,182.79,idle,0.3342
2024-03-05 09:00:00,sensor_4,machine_2,West Plant,71.14,58.05,101.64,0.84,153.21,fault,0.1366
2024-03-29 10:00:00,sensor_8,machine_1,West Plant,55.18,45.13,101.47,1.626,128.46,maintenance,0.2262
2024-04-27 10:00:00,sensor_1,machine_2,West Plant,76.22,55.72,103.33,1.242,112.45,fault,0.3193
2024-01-06 22:00:00,sensor_12,machine_4,East Plant,89.53,39.69,100.64,1.913,184.26,fault,0.6665
2024-03-23 23:00:00,sensor_12,machine_1,East Plant,71.15,35.9,100.86,0.888,121.92,maintenance,0.2171
2024-03-10 22:00:00,sensor_8,machine_1,North Bay,62.38,50.01,102.31,1.543,99.78,running,0.1078
2024-01-26 21:00:00,sensor_6,machine_1,South Yard,50.98,49.39,101.97,1.444,132.7,maintenance,0.0
2024-02-17 19:00:00,sensor_1,machine_4,West Plant,89.59,45.11,100.63,0.636,184.44,fault,0.5969
2024-01-12 00:00:00,sensor_4,machine_3,West Plant,72.13,46.45,102.22,1.372,166.12,fault,0.088
2024-01-16 01:00:00,sensor_3,machine_3,West Plant,77.54,46.77,100.7,1.41,160.92,maintenance,0.3751
2024-03-15 19:00:00,sensor_3,machine_2,South Yard,66.46,48.89,100.89,1.371,165.46,maintenance,0.128
2024-04-09 03:00:00,sensor_2,machine_1,South Yard,54.44,39.84,102.54,1.45,126.81,maintenance,0.0188
2024-01-07 05:00:00,sensor_11,machine_2,West Plant,83.74,42.54,102.19,1.339,116.54,idle,0.53
2024-02-05 13:00:00,sensor_9,machine_2,North Bay,66.59,51.1,101.3,0.589,155.37,fault,0.131
2024-01-16 13:00:00,sensor_1,machine_1,West Plant,117.288,93.3,101.3,0.916,407.31000000000006,fault,0.0
2024-02-29 05:00:00,sensor_4,machine_3,East Plant,83.27,42.94,100.87,1.478,142.08,fault,0.3883
2024-01-06 15:00:00,sensor_3,machine_4,East Plant,88.94,42.0,101.84,0.505,163.71,idle,0.5474
2024-03-10 02:00:00,sensor_9,machine_3,South Yard,85.32,52.57,100.88,0.901,145.01,fault,0.4941
2024-01-09 03:00:00,sensor_999,machine_4,East Plant,74.98,80.46,101.3,0.627,634.29,fault,0.488
2024-01-24 00:00:00,sensor_7,machine_3,North Bay,75.44,35.05,100.2,0.77,167.27,idle,0.3193
2024-04-19 09:00:00,sensor_2,machine_4,South Yard,82.61,41.14,100.74,1.06,182.87,idle,0.4316
2024-02-10 11:00:00,sensor_8,machine_3,East Plant,74.98,76.54,101.3,1.176,498.42,fault,0.2985
2024-02-23 04:00:00,sensor_3,machine_3,South Yard,72.88,46.85,100.89,0.536,139.74,maintenance,0.2687
2024-02-04 08:00:00,sensor_5,machine_1,North Bay,58.87,40.93,100.8,0.943,82.62,maintenance,0.0872
2024-03-15 00:00:00,sensor_4,machine_1,South Yard,61.79,37.2,101.18,2.305,117.22,fault,0.0324
2024-04-20 16:00:00,sensor_12,machine_3,West Plant,80.84,41.09,101.14,1.639,158.51,maintenance,0.5296
2024-01-25 02:00:00,sensor_6,machine_3,West Plant,84.15,43.88,101.26,1.464,149.75,idle,0.6257
2024-02-23 18:00:00,sensor_6,machine_3,East Plant,82.21,60.39,101.82,1.126,176.79,running,0.4113
2024-02-29 21:00:00,sensor_10,machine_3,South Yard,73.2,53.19,100.62,2.128,123.24,fault,0.1201
2024-04-01 17:00:00,sensor_10,machine_3,South Yard,71.23,51.78,100.72,1.087,154.39,maintenance,0.2492
2024-03-17 08:00:00,sensor_4,machine_3,South Yard,79.86,60.74,102.45,1.314,162.51,maintenance,0.3947
2024-02-14 18:00:00,sensor_4,machine_2,North Bay,72.99,64.84,102.45,0.961,152.31,running,0.4077
2024-04-16 19:00:00,sensor_2,machine_1,North Bay,62.23,38.05,100.97,0.997,146.94,running,0.5262
2024-01-24 22:00:00,sensor_3,machine_2,North Bay,59.9,54.94,100.18,0.713,149.57,idle,0.0
2024-01-17 08:00:00,sensor_2,machine_3,East Plant,82.88,40.23,102.38,0.682,139.89,maintenance,0.5983
2024-01-16 10:00:00,sensor_9,machine_4,West Plant,92.36,35.76,100.31,0.912,164.02,running,0.8284
2024-02-17 04:00:00,sensor_2,machine_1,North Bay,66.11,41.39,102.33,1.583,105.93,maintenance,0.2915
2024-02-06 08:00:00,sensor_11,machine_3,West Plant,74.98,82.98,101.3,0.851,442.7999999999999,maintenance,0.5812
2024-01-27 14:00:00,sensor_2,machine_3,North Bay,81.43,67.99,100.8,1.926,174.22,idle,0.4
2024-01-14 23:00:00,sensor_3,machine_2,North Bay,68.25,42.76,101.04,1.033,143.24,idle,0.0413
2024-04-28 13:00:00,sensor_4,machine_4,West Plant,90.62,53.01,102.64,0.557,138.67,running,0.8558
2024-01-10 13:00:00,sensor_8,machine_3,East Plant,76.3,33.28,100.84,1.714,185.92,running,0.1648
2024-04-25 00:00:00,sensor_7,machine_3,East Plant,72.32,49.54,101.04,0.295,163.44,maintenance,0.1845
2024-02-02 14:00:00,sensor_10,machine_2,South Yard,72.17,39.32,101.35,0.459,132.58,running,0.2744
2024-03-23 07:00:00,sensor_6,machine_1,East Plant,60.4,32.02,103.0,2.712,114.02,fault,0.0
2024-02-04 07:00:00,sensor_4,machine_2,North Bay,74.17,30.23,100.21,1.39,114.52,running,0.1479
2024-04-17 23:00:00,sensor_2,machine_4,East Plant,105.99,34.05,101.85,0.297,157.25,idle,0.8159
2024-02-28 12:00:00,sensor_9,machine_3,South Yard,84.68,37.19,101.21,1.02,163.9,running,0.351
2024-01-07 14:00:00,sensor_10,machine_1,South Yard,62.87,43.73,102.02,1.025,109.64,running,0.0514
2024-04-10 06:00:00,sensor_12,machine_4,East Plant,91.98,51.57,100.17,2.086,169.98,idle,0.54
2024-03-05 14:00:00,sensor_11,machine_4,East Plant,94.35,35.95,101.39,0.944,129.06,idle,0.582
2024-03-09 13:00:00,sensor_6,machine_2,South Yard,70.63,40.91,101.48,0.822,151.06,maintenance,0.1198
2024-03-21 16:00:00,sensor_4,machine_4,East Plant,98.45,35.53,101.54,1.149,108.24,idle,0.6629
2024-03-03 06:00:00,sensor_10,machine_1,North Bay,53.0,42.41,100.8,0.695,105.26,running,0.0
2024-03-31 05:00:00,sensor_1,machine_3,North Bay,81.36,51.12,101.03,0.792,142.24,running,0.4762
2024-03-07 22:00:00,sensor_9,machine_1,South Yard,60.39,51.55,100.54,1.98,152.79,running,0.0
2024-01-26 03:00:00,sensor_2,machine_3,North Bay,81.45,35.97,100.49,0.283,153.32,idle,0.5006
2024-01-07 06:00:00,sensor_10,machine_4,North Bay,100.43,55.6,100.95,1.686,170.21,fault,1.0
2024-03-01 05:00:00,sensor_12,machine_2,West Plant,74.62,43.72,100.88,1.909,113.23,fault,0.2486
2024-02-29 00:00:00,sensor_8,machine_3,West Plant,70.28,54.24,101.55,1.61,187.89,running,0.3479
2024-01-26 06:00:00,sensor_10,machine_1,West Plant,70.28,54.24,101.55,1.61,94.66,maintenance,0.2727
2024-04-02 10:00:00,sensor_5,machine_2,East Plant,72.77,44.14,102.5,0.234,164.31,running,0.2726
2024-03-18 08:00:00,sensor_5,machine_2,South Yard,67.56,41.28,101.04,1.603,144.52,maintenance,0.013
2024-02-25 08:00:00,sensor_3,machine_1,South Yard,66.23,65.61,101.55,1.243,141.05,idle,0.1089
2024-01-13 22:00:00,sensor_1,machine_4,South Yard,89.97,48.5,100.7,1.009,132.92,fault,0.4974
2024-03-17 02:00:00,sensor_11,machine_1,East Plant,65.68,39.78,99.52,1.507,112.05,idle,0.0135
2024-03-25 17:00:00,sensor_1,machine_3,East Plant,76.28,34.84,102.19,1.457,144.42,idle,0.2325
2024-02-17 13:00:00,sensor_9,machine_4,South Yard,93.88,59.47,101.77,1.069,197.29,running,0.6526
2024-03-01 22:00:00,sensor_10,machine_2,South Yard,93.88,59.47,101.77,1.069,142.42,fault,0.1288
2024-01-28 09:00:00,sensor_1,machine_1,North Bay,65.42,42.28,100.75,1.692,90.23,maintenance,0.1963
2024-04-21 18:00:00,sensor_12,machine_1,South Yard,60.64,37.41,100.76,1.573,90.78,idle,0.0
2024-03-29 22:00:00,sensor_1,machine_4,West Plant,91.05,34.04,100.02,1.39,158.01,idle,0.7282
2024-04-14 19:00:00,sensor_1,machine_3,North Bay,80.93,45.82,100.62,0.6,193.15,running,0.2854
2024-02-27 18:00:00,sensor_3,machine_4,East Plant,92.41,42.54,101.44,1.477,180.13,fault,0.951
2024-01-03 06:00:00,sensor_10,machine_4,West Plant,85.69,48.76,99.54,0.67,164.05,idle,0.5067
2024-03-23 21:00:00,sensor_8,machine_3,North Bay,86.98,41.83,99.86,1.694,120.67,fault,0.7115
2024-04-20 20:00:00,sensor_11,machine_4,South Yard,89.92,55.71,100.91,0.691,170.11,fault,0.5226
2024-02-26 14:00:00,sensor_11,machine_4,East Plant,83.77,31.16,102.24,0.803,179.97,fault,0.4312
2024-04-08 15:00:00,sensor_8,machine_3,South Yard,71.02,45.98,100.0,0.689,153.56,idle,0.06
2024-04-01 16:00:00,sensor_2,machine_3,West Plant,78.45,35.53,101.63,1.29,175.37,maintenance,0.3575
2024-03-03 14:00:00,sensor_10,machine_1,East Plant,63.85,39.59,102.68,2.031,117.99,fault,0.448
2024-02-06 12:00:00,sensor_9,machine_4,North Bay,74.98,88.52,101.3,1.759,452.37,idle,0.2835
2024-03-13 00:00:00,sensor_10,machine_4,South Yard,88.31,38.47,100.95,2.241,142.62,idle,0.4446
2024-04-14 07:00:00,sensor_3,machine_1,West Plant,51.32,40.65,100.81,0.857,143.42,running,0.0
2024-02-09 22:00:00,sensor_9,machine_2,South Yard,68.71,42.83,100.97,0.685,139.11,maintenance,0.0954
2024-03-23 11:00:00,sensor_12,machine_3,North Bay,81.36,45.32,102.05,0.65,148.4,maintenance,0.3332
2024-03-12 01:00:00,sensor_1,machine_4,South Yard,92.54,50.78,100.73,0.627,167.1,idle,0.5102
2024-01-22 06:00:00,sensor_6,machine_2,West Plant,65.07,45.21,101.59,1.553,135.03,fault,0.1207
2024-01-22 11:00:00,sensor_4,machine_3,North Bay,77.54,50.61,100.98,1.173,152.0,fault,0.2389
2024-01-04 05:00:00,sensor_4,machine_2,West Plant,67.7,34.19,101.43,0.946,119.69,maintenance,0.3574
2024-03-22 20:00:00,sensor_8,machine_2,North Bay,67.7,34.19,101.43,0.946,107.39,fault,0.3051
2024-02-08 19:00:00,sensor_10,machine_3,North Bay,74.47,60.27,102.28,1.242,135.07,fault,0.1208
2024-04-26 14:00:00,sensor_1,machine_1,West Plant,53.25,43.91,101.38,0.307,125.36,idle,0.0
2024-02-10 02:00:00,sensor_3,machine_1,East Plant,60.72,35.92,100.73,1.444,113.91,idle,0.0
2024-03-14 20:00:00,sensor_7,machine_1,West Plant,66.69,43.81,101.58,1.155,84.1,idle,0.0051
2024-01-23 06:00:00,sensor_7,machine_4,South Yard,66.69,43.81,101.58,1.155,149.59,idle,0.6163
2024-03-09 05:00:00,sensor_12,machine_3,North Bay,72.7,38.74,101.17,2.1,142.61,running,0.3441
2024-03-05 03:00:00,sensor_8,machine_3,East Plant,72.7,38.74,101.17,2.1,177.78,idle,0.83
2024-04-05 09:00:00,sensor_8,machine_3,West Plant,80.06,46.03,101.52,1.562,152.67,maintenance,0.3101
2024-04-15 04:00:00,sensor_11,machine_1,North Bay,60.23,43.51,101.42,0.976,130.52,idle,0.0
2024-04-23 09:00:00,sensor_9,machine_1,South Yard,56.62,47.54,100.61,0.616,112.9,fault,0.0
2024-02-14 11:00:00,sensor_12,machine_4,West Plant,88.94,40.21,100.47,1.161,174.89,running,0.4797
2024-03-21 03:00:00,sensor_2,machine_4,West Plant,81.27,31.73,101.6,1.504,150.98,fault,0.3101
2024-02-23 11:00:00,sensor_7,machine_2,North Bay,62.85,40.98,101.01,1.41,141.41,maintenance,0.0068
2024-03-04 14:00:00,sensor_5,machine_2,North Bay,66.11,55.28,101.07,1.7,142.0,idle,0.0335
2024-04-13 13:00:00,sensor_1,machine_3,North Bay,82.75,44.47,100.96,1.086,158.41,running,0.6723
2024-01-03 10:00:00,sensor_5,machine_4,East Plant,82.64,49.52,102.13,1.781,183.72,idle,0.4592
2024-03-09 07:00:00,sensor_7,machine_2,South Yard,68.63,58.36,102.61,0.599,123.48,fault,0.0691
2024-04-26 09:00:00,sensor_8,machine_4,West Plant,89.2,39.26,100.35,0.871,145.52,maintenance,0.88
2024-03-11 00:00:00,sensor_12,machine_2,West Plant,73.62,50.83,101.81,1.786,137.91,running,0.1289
2024-02-14 06:00:00,sensor_9,machine_3,South Yard,74.98,85.62,101.3,1.093,448.47,running,0.0902
2024-02-18 18:00:00,sensor_3,machine_3,West Plant,77.78,48.68,101.35,1.454,127.49,idle,0.1794
2024-04-29 02:00:00,sensor_9,machine_3,North Bay,77.0,36.8,99.69,2.044,163.45,running,0.2129
2024-02-07 04:00:00,sensor_6,machine_3,North Bay,81.5,52.7,100.18,1.879,153.86,running,0.2836
2024-01-12 07:00:00,sensor_3,machine_4,South Yard,93.62,50.07,102.01,2.021,175.76,running,0.5477
2024-02-16 02:00:00,sensor_9,machine_1,East Plant,63.26,36.59,101.95,1.118,117.2,maintenance,0.0
2024-03-01 23:00:00,sensor_1,machine_2,North Bay,70.96,49.97,101.06,1.769,132.57,maintenance,0.0617
2024-03-29 22:00:00,sensor_5,machine_1,West Plant,62.46,50.81,101.98,2.197,120.74,fault,0.1599
2024-01-13 11:00:00,sensor_11,machine_4,North Bay,93.98,51.0,101.39,0.964,154.18,fault,0.7192
2024-02-14 21:00:00,sensor_4,machine_2,East Plant,63.99,32.86,101.43,1.962,146.68,idle,0.0
2024-04-29 08:00:00,sensor_11,machine_1,West Plant,61.68,39.32,100.34,1.943,147.3,maintenance,0.0188
2024-01-09 07:00:00,sensor_1,machine_4,East Plant,83.63,42.33,100.64,0.771,160.93,idle,0.4151
2024-02-25 16:00:00,sensor_10,machine_2,North Bay,64.93,29.46,101.54,1.044,168.45,maintenance,0.0
2024-02-10 14:00:00,sensor_9,machine_1,North Bay,57.56,53.66,101.39,2.037,97.68,maintenance,0.0
2024-04-27 08:00:00,sensor_9,machine_1,West Plant,74.98,75.72,101.3,1.781,343.29,fault,0.0864
2024-04-01 20:00:00,sensor_6,machine_2,North Bay,65.4,39.88,102.64,1.771,109.02,maintenance,0.0393
2024-01-31 18:00:00,sensor_2,machine_4,East Plant,96.72,46.3,101.08,2.057,163.2,running,0.8209
2024-01-12 16:00:00,sensor_5,machine_1,East Plant,55.13,49.05,101.52,0.489,105.99,idle,0.0
2024-03-31 12:00:00,sensor_11,machine_4,South Yard,99.29,53.25,100.64,1.636,184.3,maintenance,0.8064
2024-04-04 06:00:00,sensor_11,machine_3,South Yard,80.17,57.34,101.44,0.927,179.48,maintenance,0.5194
2024-04-27 03:00:00,sensor_12,machine_2,South Yard,61.72,41.45,101.42,1.515,122.87,fault,0.0
2024-03-29 17:00:00,sensor_11,machine_3,South Yard,79.58,60.37,100.73,2.343,112.11,running,0.2412
2024-03-11 15:00:00,sensor_8,machine_1,West Plant,62.54,45.72,101.19,0.547,114.33,idle,0.134
2024-02-15 00:00:00,sensor_12,machine_1,South Yard,69.23,36.04,101.55,1.426,109.9,maintenance,0.0398
2024-02-03 21:00:00,sensor_9,machine_4,South Yard,90.35,51.42,101.07,2.563,209.56,running,0.5357
2024-04-22 10:00:00,sensor_4,machine_2,North Bay,68.07,57.17,101.83,2.301,140.67,fault,0.1012
2024-04-24 12:00:00,sensor_2,machine_4,South Yard,86.35,45.39,101.24,0.778,138.81,running,0.3891
2024-04-28 15:00:00,sensor_3,machine_1,South Yard,62.52,44.88,101.07,1.239,74.14,fault,0.0
2024-01-30 10:00:00,sensor_4,machine_3,West Plant,77.52,49.36,101.11,1.351,136.38,running,0.4805
2024-04-14 18:00:00,sensor_4,machine_2,West Plant,80.1,28.62,100.2,0.292,155.37,running,0.2548
2024-03-18 19:00:00,sensor_8,machine_3,North Bay,71.45,51.14,101.74,0.532,117.29,idle,0.173
2024-03-23 18:00:00,sensor_1,machine_3,South Yard,82.65,40.85,101.16,0.612,138.24,running,0.4467
2024-02-02 06:00:00,sensor_8,machine_2,East Plant,64.17,40.37,101.17,1.202,138.12,fault,0.0356
2024-01-08 11:00:00,sensor_6,machine_4,West Plant,84.9,59.65,99.95,0.549,180.46,fault,0.4924
2024-03-09 23:00:00,sensor_6,machine_2,West Plant,74.46,32.43,101.92,1.473,121.14,running,0.2243
2024-02-08 15:00:00,sensor_4,machine_3,North Bay,73.0,46.84,101.98,2.782,116.11,idle,0.1244
2024-03-24 11:00:00,sensor_8,machine_4,South Yard,92.98,51.95,101.03,1.836,144.82,idle,0.5939
2024-01-17 04:00:00,sensor_12,machine_4,North Bay,85.34,54.65,101.83,1.793,127.34,maintenance,0.4745
2024-01-06 19:00:00,sensor_3,machine_3,North Bay,86.76,51.31,101.47,1.344,143.92,maintenance,0.4016
2024-04-15 14:00:00,sensor_4,machine_3,East Plant,74.52,35.43,102.03,1.204,144.57,idle,0.2544
2024-02-06 06:00:00,sensor_999,machine_3,East Plant,76.28,30.4,100.38,1.631,180.27,idle,0.209
2024-03-23 21:00:00,sensor_12,machine_4,South Yard,76.28,30.4,100.38,1.631,173.26,maintenance,0.9075
2024-03-13 11:00:00,sensor_8,machine_2,East Plant,70.56,42.36,101.9,0.9,147.03,idle,0.166
2024-04-25 03:00:00,sensor_9,machine_3,West Plant,84.46,51.99,101.56,0.41,187.95,running,0.5951
2024-04-04 04:00:00,sensor_1,machine_1,South Yard,68.47,38.49,101.12,1.459,100.99,running,0.0762
2024-03-18 08:00:00,sensor_999,machine_2,South Yard,76.27,45.98,100.97,2.041,129.67,maintenance,0.522
2024-01-21 02:00:00,sensor_6,machine_1,North Bay,62.69,34.43,102.13,0.87,112.3,running,0.02
2024-02-19 22:00:00,sensor_12,machine_3,South Yard,79.1,51.08,100.42,0.663,150.81,maintenance,0.3911
2024-01-31 13:00:00,sensor_1,machine_4,West Plant,93.84,42.0,101.14,1.553,136.64,idle,0.7676
2024-04-17 19:00:00,sensor_6,machine_4,North Bay,85.28,41.16,101.16,1.782,134.39,running,0.4173
2024-03-29 11:00:00,sensor_12,machine_1,North Bay,61.78,35.59,100.25,1.751,138.23,maintenance,0.1276
