timestamp,sensor_id,machine_id,location,temperature,humidity,pressure,vibration,energy_consumption,machine_status,target_failure_risk,temperature_ma,humidity_med,temperature_savgol
2024-01-06 12:00:00,sensor_1,machine_1,East Plant,69.33,37.42,101.97,1.937,140.34,running,0.1364,64.674,40.22,71.31342857142852
2024-01-06 14:00:00,sensor_1,machine_1,North Bay,62.23,38.88,100.39,1.497,122.83,running,0.0063,65.234,40.22,60.57914285714279
2024-01-06 15:00:00,sensor_1,machine_1,East Plant,55.22,37.4,102.36,0.232,149.85,fault,0.0,65.882,38.88,59.25199999999993
2024-01-06 19:00:00,sensor_1,machine_1,North Bay,66.47,41.67,102.14,0.999,100.8,idle,0.1753,66.172,38.88,63.886571428571365
2024-01-06 23:00:00,sensor_1,machine_1,South Yard,67.11,50.73,102.54,1.849,122.68,maintenance,0.0632,64.072,38.88,65.90142857142851
2024-01-07 01:00:00,sensor_1,machine_1,North Bay,58.41,41.87,100.18,0.909,128.56,running,0.0,61.888,41.67,60.257142857142796
2024-01-07 08:00:00,sensor_1,machine_1,North Bay,55.74,49.87,102.34,1.238,113.32,running,0.0,60.589999999999996,41.87,53.89799999999994
2024-01-07 12:00:00,sensor_1,machine_1,East Plant,52.92,39.73,100.74,2.046,140.81,running,0.0,60.129999999999995,41.87,55.763142857142796
2024-01-07 13:00:00,sensor_1,machine_1,West Plant,65.26,35.37,101.65,1.723,98.58,running,0.1155,59.888,41.87,65.46057142857137
2024-01-07 15:00:00,sensor_1,machine_1,North Bay,74.9,40.94,99.93,1.539,126.23,running,0.2641,61.446000000000005,40.94,69.12971428571421
2024-01-08 00:00:00,sensor_1,machine_1,South Yard,61.64,33.84,101.01,1.218,126.69,maintenance,0.0,62.092000000000006,39.73,69.98599999999993
2024-01-08 09:00:00,sensor_1,machine_1,South Yard,72.6,47.08,100.82,0.513,83.48,idle,0.238,65.464,39.73,64.78628571428564
2024-01-08 12:00:00,sensor_1,machine_1,North Bay,57.53,51.71,100.46,1.362,120.86,fault,0.0,66.386,40.94,63.15028571428566
2024-01-08 13:00:00,sensor_1,machine_1,West Plant,57.34,32.94,101.86,0.331,93.89,running,0.0,64.80199999999999,40.94,52.42171428571423
2024-01-08 17:00:00,sensor_1,machine_1,South Yard,47.37,47.02,101.21,1.301,104.91,running,0.0,59.29600000000001,47.02,50.89628571428565
2024-01-08 22:00:00,sensor_1,machine_1,South Yard,60.34,48.11,101.18,0.659,155.18,idle,0.0,59.036,47.08,65.9174285714285
2024-01-08 23:00:00,sensor_1,machine_1,East Plant,87.83,49.08,101.5,0.868,138.63,maintenance,0.0,62.081999999999994,48.11,72.85057142857137
2024-01-09 12:00:00,sensor_1,machine_1,East Plant,56.35,17.41,102.18,1.655,151.38,idle,0.0,61.846000000000004,47.02,70.31971428571423
2024-01-09 13:00:00,sensor_1,machine_1,South Yard,67.17,50.41,102.02,1.291,105.0,maintenance,0.0383,63.812,48.11,59.719714285714225
2024-01-09 22:00:00,sensor_1,machine_1,North Bay,58.58,52.8,99.84,0.45,116.47,maintenance,0.0,66.054,49.08,60.26428571428566
2024-01-10 00:00:00,sensor_1,machine_1,North Bay,55.79,40.61,101.89,0.512,110.68,running,0.0,65.144,49.08,58.75828571428565
2024-01-10 20:00:00,sensor_1,machine_1,West Plant,64.36,42.12,100.62,1.171,92.14,idle,0.0668,60.45,42.12,58.965142857142794
2024-01-11 09:00:00,sensor_1,machine_1,South Yard,55.22,53.42,101.08,1.385,147.35,fault,0.0,60.224000000000004,50.41,61.398285714285656
2024-01-11 23:00:00,sensor_1,machine_1,East Plant,62.24,33.24,101.78,0.145,94.04,fault,0.0457,59.238,42.12,55.017714285714234
2024-01-12 00:00:00,sensor_1,machine_1,North Bay,47.21,55.3,100.91,1.451,134.19,running,0.0209,56.964,42.12,53.75085714285709
2024-01-12 07:00:00,sensor_1,machine_1,North Bay,56.18,45.93,101.62,1.521,135.39,running,0.0,57.041999999999994,45.93,52.75742857142851
2024-01-12 09:00:00,sensor_1,machine_1,South Yard,58.89,44.01,99.36,0.884,134.26,maintenance,0.0055,55.948,45.93,61.95171428571423
2024-01-12 17:00:00,sensor_1,machine_1,West Plant,65.01,40.17,102.58,1.409,110.22,running,0.0919,57.90599999999999,44.01,58.1331428571428
2024-01-12 18:00:00,sensor_1,machine_1,North Bay,48.49,41.74,101.33,1.052,154.36,maintenance,0.0,55.15599999999999,44.01,57.07942857142852
2024-01-13 00:00:00,sensor_1,machine_1,West Plant,63.51,47.58,101.55,2.29,108.25,fault,0.0,58.41600000000001,44.01,57.921428571428514
2024-01-13 04:00:00,sensor_1,machine_1,West Plant,64.04,60.04,101.4,1.641,88.25,fault,0.0,59.988,44.01,66.52742857142852
2024-01-13 06:00:00,sensor_1,machine_1,South Yard,69.25,56.26,100.91,1.745,128.03,running,0.0493,62.06,47.58,68.83342857142851
2024-01-13 09:00:00,sensor_1,machine_1,South Yard,69.29,60.76,99.9,1.905,99.38,fault,0.0299,62.91600000000001,56.26,66.73399999999995
2024-01-13 12:00:00,sensor_1,machine_1,West Plant,59.17,47.57,102.4,1.063,99.1,running,0.0,65.05199999999999,56.26,60.53628571428564
2024-01-14 02:00:00,sensor_1,machine_1,North Bay,63.72,47.01,101.0,1.396,134.82,running,0.122,65.09400000000001,56.26,72.24257142857135
2024-01-14 11:00:00,sensor_1,machine_1,North Bay,91.83,42.69,100.89,1.226,99.38,idle,0.0,70.652,47.57,74.0571428571428
2024-01-14 13:00:00,sensor_1,machine_1,North Bay,52.96,65.87,102.14,0.735,135.08,fault,0.0,67.39399999999999,47.57,68.20257142857136
2024-01-14 14:00:00,sensor_1,machine_1,South Yard,63.92,56.97,102.27,0.635,112.25,idle,0.2502,66.32,47.57,57.60628571428565
2024-01-14 15:00:00,sensor_1,machine_1,North Bay,63.69,55.1,101.14,1.131,109.94,maintenance,0.0,67.224,55.1,65.4214285714285
2024-01-14 17:00:00,sensor_1,machine_1,East Plant,64.91,33.85,101.62,2.135,86.82,running,0.2044,67.46199999999999,55.1,63.19657142857136
2024-01-15 06:00:00,sensor_1,machine_1,North Bay,60.02,50.45,100.89,0.401,89.47,fault,0.2135,61.1,55.1,61.73857142857137
2024-01-15 08:00:00,sensor_1,machine_1,West Plant,61.45,25.36,102.26,2.059,128.98,fault,0.0685,62.798,50.45,60.86285714285709
2024-01-15 13:00:00,sensor_1,machine_1,East Plant,61.58,32.67,100.34,1.502,109.37,maintenance,0.0,62.33,33.85,61.008285714285655
2024-01-15 14:00:00,sensor_1,machine_1,North Bay,59.64,44.86,102.31,1.844,135.06,maintenance,0.1619,61.52,33.85,60.56485714285708
2024-01-15 16:00:00,sensor_1,machine_1,West Plant,61.53,56.8,101.26,0.225,115.86,maintenance,0.1267,60.84400000000001,44.86,61.31228571428565
2024-01-15 20:00:00,sensor_1,machine_1,East Plant,62.36,41.6,100.22,1.303,157.08,idle,0.1686,61.312,41.6,61.09999999999994
2024-01-16 00:00:00,sensor_1,machine_1,North Bay,59.78,36.87,101.52,1.645,101.38,fault,0.0,60.977999999999994,41.6,62.09857142857137
2024-01-16 07:00:00,sensor_1,machine_1,South Yard,66.14,36.44,101.19,0.999,124.62,idle,0.1786,61.89,41.6,65.5314285714285
2024-01-16 11:00:00,sensor_1,machine_1,West Plant,66.74,30.21,101.64,1.053,150.58,idle,0.0481,63.31,36.87,63.14428571428566
2024-01-16 12:00:00,sensor_1,machine_1,East Plant,53.98,31.56,100.7,1.082,119.17,maintenance,0.0,61.8,36.44,59.48028571428565
2024-01-17 01:00:00,sensor_1,machine_1,South Yard,62.21,48.1,101.58,1.991,126.01,maintenance,0.0024,73.2716,36.44,59.498857142857084
2024-01-17 03:00:00,sensor_1,machine_1,North Bay,61.61,51.27,101.49,0.851,113.0,fault,0.0798,72.3656,48.1,60.21199999999995
2024-01-17 06:00:00,sensor_1,machine_1,East Plant,53.99,46.72,101.36,1.069,127.48,fault,0.0,69.81559999999999,48.1,56.25028571428565
2024-01-17 07:00:00,sensor_1,machine_1,East Plant,57.47,50.26,101.3,2.794,114.37,fault,0.0,70.5136,50.26,58.034857142857085
2024-01-18 08:00:00,sensor_1,machine_1,East Plant,63.8,42.46,101.14,2.442,149.61,running,0.0,59.815999999999995,48.1,60.82399999999994
2024-01-18 09:00:00,sensor_1,machine_1,West Plant,58.14,33.39,102.11,1.291,125.49,maintenance,0.0,59.001999999999995,46.72,60.80914285714279
2024-01-18 11:00:00,sensor_1,machine_1,West Plant,60.37,35.54,100.15,0.481,143.5,maintenance,0.0603,58.754,42.46,59.35257142857137
2024-01-18 15:00:00,sensor_1,machine_1,South Yard,59.23,58.16,101.17,0.906,147.14,idle,0.1359,59.802,42.46,59.0731428571428
2024-01-18 16:00:00,sensor_1,machine_1,South Yard,55.33,46.08,101.39,1.903,100.67,idle,0.0,59.374,42.46,53.901999999999944
2024-01-18 19:00:00,sensor_1,machine_1,North Bay,51.11,34.39,101.74,1.579,90.73,fault,0.0781,56.83599999999999,35.54,55.87828571428566
2024-01-18 21:00:00,sensor_1,machine_1,South Yard,65.67,34.86,101.36,2.219,144.12,idle,0.1014,58.342,35.54,60.91799999999995
2024-01-19 02:00:00,sensor_1,machine_1,West Plant,62.48,50.0,102.23,0.824,112.54,fault,0.0,58.763999999999996,46.08,63.5711428571428
2024-01-19 03:00:00,sensor_1,machine_1,East Plant,60.45,41.03,102.35,2.628,94.75,maintenance,0.0,59.008,41.03,62.876571428571374
2024-01-19 06:00:00,sensor_1,machine_1,West Plant,65.76,55.49,100.84,0.663,119.51,idle,0.2327,61.09400000000001,41.03,61.149428571428516
2024-01-19 07:00:00,sensor_1,machine_1,East Plant,56.28,45.18,100.23,2.065,140.61,maintenance,0.0,62.128,45.18,63.228857142857095
2024-01-19 08:00:00,sensor_1,machine_1,West Plant,63.67,30.03,101.5,1.358,129.37,idle,0.0,61.727999999999994,45.18,50.24285714285709
2024-01-19 13:00:00,sensor_1,machine_1,South Yard,38.52,30.73,101.88,1.669,105.16,idle,0.0,56.936,41.03,61.18542857142852
2024-01-19 20:00:00,sensor_1,machine_1,North Bay,88.07,52.57,99.88,0.335,104.2,maintenance,0.0,62.46,45.18,64.49257142857138
2024-01-20 03:00:00,sensor_1,machine_1,North Bay,55.13,43.35,103.45,1.669,129.24,fault,0.0,60.334,43.35,68.73028571428566
2024-01-20 04:00:00,sensor_1,machine_1,North Bay,57.58,39.75,101.29,2.105,153.47,running,0.0,60.593999999999994,39.75,51.08114285714279
2024-01-20 16:00:00,sensor_1,machine_1,East Plant,54.63,30.61,101.47,1.172,123.11,maintenance,0.0,58.78599999999999,39.75,64.4751428571428
2024-01-20 23:00:00,sensor_1,machine_1,South Yard,81.31,42.16,102.25,0.265,132.64,running,0.048,67.34400000000001,42.16,67.92742857142852
2024-01-21 04:00:00,sensor_1,machine_1,West Plant,57.79,41.92,101.65,1.133,133.73,idle,0.0,61.288,41.92,66.96057142857137
2024-01-22 02:00:00,sensor_1,machine_1,East Plant,60.37,39.74,100.92,0.801,126.32,maintenance,0.0,62.336,39.75,56.599428571428504
2024-01-22 11:00:00,sensor_1,machine_1,West Plant,58.36,42.07,101.57,1.467,119.36,fault,0.0,62.492,41.92,61.39257142857137
2024-01-22 12:00:00,sensor_1,machine_1,South Yard,65.06,29.49,101.13,0.916,149.75,idle,0.1256,64.578,41.92,61.837999999999944
2024-01-22 16:00:00,sensor_1,machine_1,North Bay,58.39,47.3,102.67,0.568,99.98,idle,0.0,59.99400000000001,41.92,58.047999999999945
2024-01-22 17:00:00,sensor_1,machine_1,North Bay,53.86,45.44,102.25,0.443,129.41,maintenance,0.0,59.208000000000006,42.07,59.89771428571423
2024-01-22 22:00:00,sensor_1,machine_1,South Yard,70.97,45.13,99.69,0.684,125.87,idle,0.1226,61.327999999999996,45.13,63.246285714285655
2024-01-23 05:00:00,sensor_1,machine_1,North Bay,58.78,47.33,102.64,0.538,128.53,maintenance,0.0,61.412,45.44,62.66199999999994
2024-01-23 08:00:00,sensor_1,machine_1,West Plant,56.46,58.71,102.27,1.232,118.53,maintenance,0.004,59.69199999999999,47.3,56.13857142857137
2024-01-23 11:00:00,sensor_1,machine_1,East Plant,57.89,36.98,100.74,0.428,100.04,fault,0.0,59.592,45.44,57.92257142857137
2024-01-23 12:00:00,sensor_1,machine_1,South Yard,60.7,55.36,100.6,0.797,162.18,fault,0.0,60.96,47.33,61.068571428571374
2024-01-23 17:00:00,sensor_1,machine_1,West Plant,62.14,45.42,100.86,1.735,119.65,idle,0.0871,59.194,47.33,60.00142857142851
2024-01-23 22:00:00,sensor_1,machine_1,West Plant,55.16,39.68,100.64,1.062,117.8,fault,0.0,58.46999999999999,45.42,56.8314285714285
2024-01-24 08:00:00,sensor_1,machine_1,South Yard,57.66,61.26,101.57,1.983,150.49,fault,0.0077,58.71,45.42,59.35457142857137
2024-01-24 11:00:00,sensor_1,machine_1,North Bay,68.04,24.88,101.67,0.805,116.66,fault,0.112,60.739999999999995,45.42,65.34257142857138
2024-01-24 16:00:00,sensor_1,machine_1,South Yard,64.93,49.28,101.03,1.455,117.98,maintenance,0.0942,61.586,45.42,65.2531428571428
2024-01-24 21:00:00,sensor_1,machine_1,North Bay,58.43,39.26,101.01,1.631,85.57,fault,0.0,60.843999999999994,39.68,58.57228571428566
2024-01-25 02:00:00,sensor_1,machine_1,East Plant,54.87,40.31,101.42,0.026,126.96,fault,0.0,60.786,40.31,56.47371428571422
2024-01-25 04:00:00,sensor_1,machine_1,North Bay,58.92,42.3,100.81,1.736,83.19,idle,0.1419,61.038,40.31,54.2871428571428
2024-01-25 09:00:00,sensor_1,machine_1,North Bay,56.54,40.94,100.31,1.658,146.85,running,0.0,58.738,40.94,68.31028571428565
2024-01-25 15:00:00,sensor_1,machine_1,West Plant,87.74,34.48,101.5,0.959,131.53,fault,0.0,63.3,40.31,70.11542857142851
2024-01-25 16:00:00,sensor_1,machine_1,East Plant,55.21,44.38,101.09,1.777,124.04,running,0.0,62.65599999999999,40.94,70.11999999999995
2024-01-25 22:00:00,sensor_1,machine_1,South Yard,67.26,46.17,101.41,1.732,107.88,fault,0.3342,65.13399999999999,42.3,58.98514285714279
2024-01-26 00:00:00,sensor_1,machine_1,East Plant,58.25,43.61,101.76,0.7,119.08,idle,0.0,65.0,43.61,61.997428571428514
2024-01-26 01:00:00,sensor_1,machine_1,West Plant,59.08,36.87,100.21,1.063,93.94,fault,0.0,65.50800000000001,43.61,56.757142857142796
2024-01-26 03:00:00,sensor_1,machine_1,South Yard,56.93,35.42,101.6,1.356,139.01,running,0.0,59.346000000000004,43.61,60.79657142857137
2024-01-26 14:00:00,sensor_1,machine_1,North Bay,66.08,49.74,102.8,2.198,146.84,idle,0.1238,61.52,43.61,60.21457142857137
2024-01-26 19:00:00,sensor_1,machine_1,South Yard,55.7,58.64,101.17,1.383,111.59,idle,0.0,59.208000000000006,43.61,60.90028571428565
2024-01-26 21:00:00,sensor_1,machine_1,South Yard,63.39,46.29,101.95,1.695,144.45,fault,0.0,60.236000000000004,46.29,62.005714285714234
2024-01-27 02:00:00,sensor_1,machine_1,East Plant,66.08,43.92,101.54,2.033,97.34,fault,0.0,61.636,46.29,63.1811428571428
2024-01-27 06:00:00,sensor_1,machine_1,West Plant,56.85,47.63,101.01,1.428,109.56,fault,0.0401,59.86,47.63,60.56314285714279
2024-01-27 07:00:00,sensor_1,machine_1,South Yard,62.6,52.04,102.64,1.551,142.03,fault,0.0566,61.24000000000001,47.63,61.54399999999993
2024-01-27 08:00:00,sensor_1,machine_1,West Plant,66.91,40.93,101.38,1.418,110.26,running,0.4187,61.944,47.63,65.80685714285708
2024-01-27 17:00:00,sensor_1,machine_1,North Bay,65.68,52.57,101.58,0.298,149.35,idle,0.029,61.86400000000001,51.68,66.99571428571423
2024-01-28 02:00:00,sensor_1,machine_1,East Plant,67.68,42.12,101.31,1.12,102.46,fault,0.2306,63.944,47.63,66.7911428571428
2024-01-28 05:00:00,sensor_1,machine_1,West Plant,66.33,32.69,101.52,0.367,109.56,maintenance,0.0577,65.84,42.12,67.83857142857137
2024-01-28 09:00:00,sensor_1,machine_1,North Bay,65.42,42.28,100.75,1.692,90.23,maintenance,0.1963,66.404,42.12,61.33828571428565
2024-01-28 15:00:00,sensor_1,machine_1,West Plant,51.14,37.87,101.29,1.747,117.98,maintenance,0.0,63.250000000000014,42.12,57.06799999999995
2024-01-28 16:00:00,sensor_1,machine_1,West Plant,57.3,56.07,100.56,1.388,178.37,maintenance,0.0,61.574,42.12,51.48685714285708
2024-01-28 23:00:00,sensor_1,machine_1,South Yard,48.55,54.38,101.69,0.409,141.72,running,0.0,57.748000000000005,42.28,53.946571428571374
2024-01-29 05:00:00,sensor_1,machine_1,South Yard,57.36,48.34,100.99,0.348,146.17,idle,0.0,55.95399999999999,48.34,52.91571428571423
2024-01-29 12:00:00,sensor_1,machine_1,North Bay,53.24,38.61,100.95,0.394,121.66,maintenance,0.0129,53.517999999999994,48.34,56.098571428571375
2024-01-29 16:00:00,sensor_1,machine_1,West Plant,57.55,40.02,101.56,1.45,114.83,fault,0.0,54.8,48.34,56.39199999999994
2024-01-29 17:00:00,sensor_1,machine_1,East Plant,58.3,39.01,101.47,1.102,128.61,running,0.0597,55.0,40.02,58.29999999999994
2024-01-29 22:00:00,sensor_1,machine_1,North Bay,57.01,53.02,100.99,1.187,115.71,running,0.0,56.69199999999999,40.02,56.24542857142851
2024-01-30 00:00:00,sensor_1,machine_1,North Bay,55.2,40.6,100.64,1.394,116.01,maintenance,0.0,56.260000000000005,40.02,58.22228571428566
2024-01-30 13:00:00,sensor_1,machine_1,West Plant,63.31,29.56,100.68,1.82,139.68,idle,0.0,58.274,40.02,59.26342857142852
2024-01-30 18:00:00,sensor_1,machine_1,East Plant,56.52,35.88,100.87,1.212,141.5,idle,0.0,58.068000000000005,39.01,58.769999999999946
2024-01-30 20:00:00,sensor_1,machine_1,East Plant,57.22,40.74,100.36,1.168,90.74,idle,0.0,57.852,40.6,57.792571428571364
2024-01-30 23:00:00,sensor_1,machine_1,South Yard,61.55,48.55,101.0,1.57,151.5,idle,0.0,58.760000000000005,40.6,59.74571428571423
2024-01-31 06:00:00,sensor_1,machine_1,North Bay,58.97,52.34,100.44,1.189,87.68,running,0.0,59.513999999999996,40.74,60.6671428571428
2024-01-31 10:00:00,sensor_1,machine_1,East Plant,59.99,49.88,99.84,2.47,128.45,running,0.0944,58.85,48.55,57.77599999999994
2024-01-31 11:00:00,sensor_1,machine_1,South Yard,55.32,48.96,102.66,0.456,137.52,maintenance,0.0,58.61,48.96,58.31399999999994
2024-01-31 20:00:00,sensor_1,machine_1,South Yard,61.5,43.28,101.68,2.142,109.87,idle,0.1614,59.465999999999994,48.96,59.81057142857138
2024-01-31 23:00:00,sensor_1,machine_1,South Yard,60.14,42.75,101.53,1.915,122.54,running,0.2345,59.184000000000005,48.96,58.20542857142851
2024-02-01 01:00:00,sensor_1,machine_1,North Bay,52.56,44.14,99.49,1.091,125.77,idle,0.0,57.902,44.14,57.575142857142794
2024-02-01 08:00:00,sensor_1,machine_1,North Bay,62.65,50.41,101.49,1.699,88.13,running,0.2104,58.43399999999999,44.14,57.678571428571374
2024-02-01 13:00:00,sensor_1,machine_1,West Plant,55.79,31.84,100.39,0.953,139.42,running,0.0,58.528,43.28,58.47285714285708
2024-02-01 15:00:00,sensor_1,machine_1,North Bay,55.36,52.57,99.37,1.271,108.84,running,0.0,57.3,44.14,53.70142857142851
2024-02-01 16:00:00,sensor_1,machine_1,North Bay,53.44,42.72,101.16,0.692,115.8,idle,0.0,55.96,44.14,54.88942857142851
2024-02-01 20:00:00,sensor_1,machine_1,West Plant,61.46,38.68,100.65,1.651,120.8,maintenance,0.0983,57.739999999999995,42.72,63.92085714285709
2024-02-01 22:00:00,sensor_1,machine_1,East Plant,73.94,55.33,101.3,0.619,121.74,running,0.0,59.998000000000005,42.72,66.74857142857138
2024-02-02 00:00:00,sensor_1,machine_1,East Plant,56.69,28.74,102.41,0.944,159.73,idle,0.0,60.178,42.72,63.23085714285709
2024-02-02 15:00:00,sensor_1,machine_1,North Bay,59.42,40.86,102.37,1.042,127.07,maintenance,0.069,62.6,38.68,56.452571428571375
2024-02-02 18:00:00,sensor_1,machine_1,North Bay,55.53,53.81,101.42,0.283,145.02,fault,0.0,61.414,40.86,55.04828571428566
2024-02-03 01:00:00,sensor_1,machine_1,East Plant,53.04,38.46,102.24,1.819,117.42,idle,0.0,57.234,38.46,57.75085714285709
2024-02-03 02:00:00,sensor_1,machine_1,East Plant,65.59,41.83,101.08,1.308,105.58,maintenance,0.4502,59.01400000000001,40.86,57.761714285714234
2024-02-03 04:00:00,sensor_1,machine_1,South Yard,51.86,55.21,101.92,1.332,163.06,running,0.0,57.088,41.83,59.100285714285654
2024-02-03 05:00:00,sensor_1,machine_1,West Plant,61.86,39.89,101.61,1.197,77.39,maintenance,0.2434,57.576,41.83,58.193142857142796
2024-02-03 07:00:00,sensor_1,machine_1,South Yard,61.13,27.21,101.36,2.008,134.44,running,0.0938,58.696000000000005,39.89,60.97571428571423
2024-02-03 09:00:00,sensor_1,machine_1,East Plant,57.99,35.84,101.51,0.599,122.06,idle,0.0,59.686,39.89,60.03428571428566
2024-02-03 11:00:00,sensor_1,machine_1,North Bay,62.56,44.24,102.7,1.704,139.92,fault,0.0299,59.08,39.89,61.18171428571422
2024-02-03 13:00:00,sensor_1,machine_1,South Yard,61.11,41.7,100.51,0.37,107.49,running,0.1671,60.92999999999999,39.89,59.92885714285708
2024-02-03 23:00:00,sensor_1,machine_1,West Plant,55.99,38.32,100.91,1.831,104.26,idle,0.224,59.75600000000001,38.32,59.24457142857136
2024-02-04 00:00:00,sensor_1,machine_1,East Plant,63.33,40.09,102.0,0.852,110.14,idle,0.0011,60.196000000000005,40.09,60.84942857142852
2024-02-04 02:00:00,sensor_1,machine_1,West Plant,61.29,41.66,100.15,1.807,100.17,maintenance,0.2404,60.855999999999995,41.66,61.213714285714225
2024-02-04 04:00:00,sensor_1,machine_1,North Bay,56.97,31.59,101.61,1.556,98.59,fault,0.0,59.738,40.09,58.65599999999995
2024-02-04 05:00:00,sensor_1,machine_1,South Yard,58.36,42.63,101.9,0.644,120.0,running,0.0,59.188,40.09,56.278857142857085
2024-02-04 06:00:00,sensor_1,machine_1,West Plant,53.78,39.18,101.44,1.911,82.52,maintenance,0.0,58.746,40.09,54.851428571428514
2024-02-04 08:00:00,sensor_1,machine_1,South Yard,55.83,63.86,100.85,1.468,134.61,fault,0.0,57.246,41.66,57.797999999999945
2024-02-04 18:00:00,sensor_1,machine_1,North Bay,64.61,35.21,102.76,0.44,98.81,fault,0.1121,57.910000000000004,39.18,61.03742857142852
2024-02-04 19:00:00,sensor_1,machine_1,North Bay,57.26,53.22,100.02,0.145,120.89,idle,0.0,57.967999999999996,42.63,57.95428571428566
2024-02-04 21:00:00,sensor_1,machine_1,East Plant,52.6,53.83,102.72,0.598,104.49,idle,0.0,56.815999999999995,53.22,56.03457142857137
2024-02-05 01:00:00,sensor_1,machine_1,South Yard,61.35,55.17,101.95,0.19,119.38,maintenance,0.0,58.330000000000005,53.83,54.75342857142851
2024-02-05 03:00:00,sensor_1,machine_1,West Plant,54.16,36.57,100.56,1.722,117.64,idle,0.0,57.996,53.22,65.12028571428566
2024-02-05 04:00:00,sensor_1,machine_1,North Bay,78.64,35.76,102.49,1.158,102.56,maintenance,0.0,60.802,53.22,62.62857142857136
