temperature,humidity,pressure,vibration,energy_consumption,target_failure_risk,pca_1,pca_2,cluster_kmeans,cluster_dbscan,cluster_agglomerative
82.88,40.23,102.38,0.682,139.89,0.5983,1.0237911772428059,-0.6012109753552547,2,0,3
92.36,35.76,100.31,0.912,164.02,0.8284,2.1681494501421987,-1.6349959843963577,2,0,1
66.11,41.39,102.33,1.583,105.93,0.2915,-0.9133856914285575,-0.1616284959117546,0,0,0
74.98,82.98,101.3,0.851,442.7999999999999,0.5812,3.9042107194416866,5.749449365746049,3,0,2
81.43,67.99,100.8,1.926,174.22,0.4,1.152565685901054,1.8380585533452836,2,0,3
68.25,42.76,101.04,1.033,143.24,0.0413,-1.1167330647875673,0.2833470736879098,1,0,1
90.62,53.01,102.64,0.557,138.67,0.8558,2.2933798669284,-0.004590580510192925,2,0,3
76.3,33.28,100.84,1.714,185.92,0.1648,-0.19363180601962465,-0.3982984618101406,0,0,3
72.32,49.54,101.04,0.295,163.44,0.1845,-0.23998514715694455,0.7754002994865545,1,0,1
72.17,39.32,101.35,0.459,132.58,0.2744,-0.456477055743625,-0.3740852673032874,1,0,1
60.4,32.02,103.0,2.712,114.02,0.0,-2.035491596528388,-0.22467168496794462,0,0,0
74.17,30.23,100.21,1.39,114.52,0.1479,-1.0334526262749633,-1.4258492303208756,0,0,3
105.99,34.05,101.85,0.297,157.25,0.8159,2.807923214210662,-1.763738843979358,2,0,3
84.68,37.19,101.21,1.02,163.9,0.351,0.6084571440363722,-0.6132849225671005,2,0,1
62.87,43.73,102.02,1.025,109.64,0.0514,-1.6172957432458426,0.34082666765854175,1,0,0
91.98,51.57,100.17,2.086,169.98,0.54,1.715955180916657,-0.023520842596059414,2,0,3
94.35,35.95,101.39,0.944,129.06,0.582,1.3760635937808359,-1.4880128771043908,2,0,3
70.63,40.91,101.48,0.822,151.06,0.1198,-0.7419841768214147,0.17340489316145496,1,0,1
98.45,35.53,101.54,1.149,108.24,0.6629,1.6057753253932876,-1.8766026677447296,2,0,3
53.0,42.41,100.8,0.695,105.26,0.0,-2.3487699720099413,0.19104519331104805,1,0,0
81.36,51.12,101.03,0.792,142.24,0.4762,0.8010037359129191,0.1570733947910449,2,0,1
60.39,51.55,100.54,1.98,152.79,0.0,-1.424832319796005,1.168380677934454,0,0,0
81.45,35.97,100.49,0.283,153.32,0.5006,0.6985756345328352,-1.0750086491141835,2,0,1
100.43,55.6,100.95,1.686,170.21,1.0,3.4184392256108955,-0.23617947380779228,2,0,3
74.62,43.72,100.88,1.909,113.23,0.2486,-0.5254823767568013,-0.35436619307772016,0,0,0
70.28,54.24,101.55,1.61,187.89,0.3479,0.3551228018661043,1.348533071798114,0,0,0
70.28,54.24,101.55,1.61,94.66,0.2727,-0.6474524652328207,0.5035753753087059,0,0,0
72.77,44.14,102.5,0.234,164.31,0.2726,-0.03479346785775624,0.5686287065615415,1,0,1
67.56,41.28,101.04,1.603,144.52,0.013,-1.247358816526839,0.22254446873981387,0,0,0
66.23,65.61,101.55,1.243,141.05,0.1089,-0.668528129784634,2.141890703326827,1,0,0
89.97,48.5,100.7,1.009,132.92,0.4974,1.1614738172941157,-0.4213371133847995,2,0,1
65.68,39.78,99.52,1.507,112.05,0.0135,-1.6939809212447778,-0.5165513002911714,0,0,0
76.28,34.84,102.19,1.457,144.42,0.2325,-0.31497172773659843,-0.46826127884956226,0,0,1
93.88,59.47,101.77,1.069,197.29,0.6526,2.534447394211934,1.0634771356329291,2,0,3
93.88,59.47,101.77,1.069,142.42,0.1288,0.7291713636677281,1.1206678454386476,2,0,0
65.42,42.28,100.75,1.692,90.23,0.1963,-1.3591951439591565,-0.47300370392525576,0,0,0
60.64,37.41,100.76,1.573,90.78,0.0,-2.1799465356738192,-0.5226584938639065,0,0,0
91.05,34.04,100.02,1.39,158.01,0.7282,1.7487770424613702,-1.754924798648947,2,0,3
80.93,45.82,100.62,0.6,193.15,0.2854,0.6396555200719298,0.387626080333443,2,0,1
92.41,42.54,101.44,1.477,180.13,0.951,2.760700054099972,-0.8355688446808558,2,0,3
85.69,48.76,99.54,0.67,164.05,0.5067,1.211148293026404,-0.26476667246978475,2,0,1
86.98,41.83,99.86,1.694,120.67,0.7115,1.2938177240229336,-1.445818198801405,2,0,1
89.92,55.71,100.91,0.691,170.11,0.5226,1.6806141239852668,0.5403984888032585,2,0,1
83.77,31.16,102.24,0.803,179.97,0.4312,0.8350268051674177,-0.7742216080635194,2,0,1
71.02,45.98,100.0,0.689,153.56,0.06,-0.8057252225371421,0.3344253156984616,1,0,0
78.45,35.53,101.63,1.29,175.37,0.3575,0.38194637306994556,-0.41656555312622334,2,0,3
63.85,39.59,102.68,2.031,117.99,0.448,-0.5564648020055653,-0.24290153305437787,0,0,0
74.98,88.52,101.3,1.759,452.37,0.2835,3.3129406945845115,6.621045196912148,3,0,2
88.31,38.47,100.95,2.241,142.62,0.4446,0.8428626108993515,-0.9741963286912009,2,0,3
51.32,40.65,100.81,0.857,143.42,0.0,-2.135627164201745,0.469587297974231,1,0,0
68.71,42.83,100.97,0.685,139.11,0.0954,-0.9870454120816181,0.16231177680821457,1,0,1
81.36,45.32,102.05,0.65,148.4,0.3332,0.42515882620229456,0.1516590055082125,2,0,1
92.54,50.78,100.73,0.627,167.1,0.5102,1.6704240212146266,0.04122615479458833,2,0,1
65.07,45.21,101.59,1.553,135.03,0.1207,-1.1023539028534608,0.4872201911993036,0,0,0
77.54,50.61,100.98,1.173,152.0,0.2389,0.0707528689454094,0.5548159389423261,1,0,1
67.7,34.19,101.43,0.946,119.69,0.3574,-0.682602018824827,-0.8966081364643287,1,0,1
67.7,34.19,101.43,0.946,107.39,0.3051,-0.9222663752135675,-0.9590830838475263,1,0,1
74.47,60.27,102.28,1.242,135.07,0.1208,-0.3339687199184908,1.6356734248074845,1,0,0
53.25,43.91,101.38,0.307,125.36,0.0,-2.1122829561739502,0.6357622039087708,1,0,0
60.72,35.92,100.73,1.444,113.91,0.0,-1.9985221119713465,-0.41661209883726597,0,0,0
66.69,43.81,101.58,1.155,84.1,0.0051,-1.7728025866488124,-0.03216236836885724,1,0,0
66.69,43.81,101.58,1.155,149.59,0.6163,0.34645306616058635,-0.08425665828777543,2,0,1
72.7,38.74,101.17,2.1,142.61,0.3441,-0.20646206349632876,-0.461853536366597,0,0,0
72.7,38.74,101.17,2.1,177.78,0.83,1.3311888456635563,-0.6721387376765684,2,0,3
80.06,46.03,101.52,1.562,152.67,0.3101,0.3187288005439834,0.1813161179010126,2,0,3
60.23,43.51,101.42,0.976,130.52,0.0,-1.722547781984937,0.514611528655098,1,0,0
56.62,47.54,100.61,0.616,112.9,0.0,-2.0117398260086743,0.5558780228140052,1,0,0
88.94,40.21,100.47,1.161,174.89,0.4797,1.2786100539613992,-0.6666037949780269,2,0,3
81.27,31.73,101.6,1.504,150.98,0.3101,0.126303595443014,-0.9726199877328124,2,0,3
62.85,40.98,101.01,1.41,141.41,0.0068,-1.5367591143986614,0.26777934474954246,0,0,0
66.11,55.28,101.07,1.7,142.0,0.0335,-1.054637318637419,1.3159998037905882,0,0,0
82.75,44.47,100.96,1.086,158.41,0.6723,1.3907127110365334,-0.4798233941754068,2,0,3
82.64,49.52,102.13,1.781,183.72,0.4592,1.1740106742140128,0.6743406967376756,2,0,3
68.63,58.36,102.61,0.599,123.48,0.0691,-0.880831190720861,1.6274893629435179,1,0,0
89.2,39.26,100.35,0.871,145.52,0.88,2.0356834029929445,-1.5280718434149103,2,0,3
73.62,50.83,101.81,1.786,137.91,0.1289,-0.5157418314654315,0.8192936570001728,0,0,0
74.98,85.62,101.3,1.093,448.47,0.0902,2.750422251936625,6.5808470029046084,3,0,2
77.78,48.68,101.35,1.454,127.49,0.1794,-0.3078041919595383,0.3008765517927981,0,0,0
77.0,36.8,99.69,2.044,163.45,0.2129,-0.20970328705796912,-0.670839631265358,0,0,0
81.5,52.7,100.18,1.879,153.86,0.2836,0.40636110005603404,0.42316646865947816,0,0,1
93.62,50.07,102.01,2.021,175.76,0.5477,1.8991829110866778,0.27892581908512737,2,0,3
63.26,36.59,101.95,1.118,117.2,0.0,-1.7866388722599773,-0.11249086810052789,1,0,0
70.96,49.97,101.06,1.769,132.57,0.0617,-0.9061729632761504,0.6658105019182434,0,0,0
62.46,50.81,101.98,2.197,120.74,0.1599,-1.1662559073048244,0.8776881672267629,0,0,0
93.98,51.0,101.39,0.964,154.18,0.7192,2.1793947977176633,-0.198874858631246,2,0,3
63.99,32.86,101.43,1.962,146.68,0.0,-1.5841550362416303,-0.24802152862012933,0,0,0
61.68,39.32,100.34,1.943,147.3,0.0188,-1.571721883083451,0.054706700742559726,0,0,0
83.63,42.33,100.64,0.771,160.93,0.4151,0.7658091227541522,-0.4131654467499957,2,0,1
64.93,29.46,101.54,1.044,168.45,0.0,-1.3859101971359533,-0.2883095689894095,1,0,0
57.56,53.66,101.39,2.037,97.68,0.0,-1.9917557366590304,1.0303323832663307,0,0,0
74.98,75.72,101.3,1.781,343.29,0.0864,1.6450470098730503,4.74712865817599,3,0,2
65.4,39.88,102.64,1.771,109.02,0.0393,-1.582120772560172,0.12350382383498532,0,0,0
96.72,46.3,101.08,2.057,163.2,0.8209,2.5509411879349,-0.7303865266242736,2,0,3
55.13,49.05,101.52,0.489,105.99,0.0,-2.0950514291003923,0.8387364984324404,1,0,0
99.29,53.25,100.64,1.636,184.3,0.8064,2.943409143734736,-0.10143491151828556,2,0,3
80.17,57.34,101.44,0.927,179.48,0.5194,1.2888346907491544,1.0851606151824362,2,0,1
61.72,41.45,101.42,1.515,122.87,0.0,-1.755810182726134,0.24075284218926746,0,0,0
79.58,60.37,100.73,2.343,112.11,0.2412,-0.025035761177144508,0.8191496979590301,0,0,3
62.54,45.72,101.19,0.547,114.33,0.134,-1.3665550128803405,0.27639609575911056,1,0,0
69.23,36.04,101.55,1.426,109.9,0.0398,-1.4662717586212428,-0.4896674706919993,0,0,0
90.35,51.42,101.07,2.563,209.56,0.5357,1.981165211225877,0.5945760770714904,2,0,3
68.07,57.17,101.83,2.301,140.67,0.1012,-0.7487959860882933,1.4965498153627914,0,0,0
86.35,45.39,101.24,0.778,138.81,0.3891,0.7173040287835649,-0.2868498727124376,2,0,1
62.52,44.88,101.07,1.239,74.14,0.0,-2.0860752176446336,-0.0673914888673434,1,0,0
77.52,49.36,101.11,1.351,136.38,0.4805,0.5255147688257611,0.04847419173123764,2,0,1
80.1,28.62,100.2,0.292,155.37,0.2548,-0.10999693651361123,-1.3869074071702912,1,0,1
71.45,51.14,101.74,0.532,117.29,0.173,-0.6724854854887191,0.6247771811945337,1,0,0
82.65,40.85,101.16,0.612,138.24,0.4467,0.5898784908272906,-0.6572638979340637,2,0,1
64.17,40.37,101.17,1.202,138.12,0.0356,-1.4265682699127855,0.16254317154242717,1,0,0
84.9,59.65,99.95,0.549,180.46,0.4924,1.4761881899207288,0.88392555945371,2,0,1
74.46,32.43,101.92,1.473,121.14,0.2243,-0.6817749055557492,-0.9036127990269925,0,0,3
73.0,46.84,101.98,2.782,116.11,0.1244,-0.8281418744760868,0.335172201235407,0,0,0
92.98,51.95,101.03,1.836,144.82,0.5939,1.7204151837085304,-0.13681898441313758,2,0,3
85.34,54.65,101.83,1.793,127.34,0.4745,0.9399790259130112,0.3758658854475737,2,0,3
86.76,51.31,101.47,1.344,143.92,0.4016,0.9130755074634959,0.25595510437245816,2,0,3
74.52,35.43,102.03,1.204,144.57,0.2544,-0.33974261023075175,-0.44239298003230704,1,0,1
76.28,30.4,100.38,1.631,180.27,0.209,-0.19284163317032307,-0.8339287155423357,0,0,3
76.28,30.4,100.38,1.631,173.26,0.9075,1.5161863437568774,-1.711663442697266,2,0,1
70.56,42.36,101.9,0.9,147.03,0.166,-0.6280849813236297,0.28784959354177114,1,0,1
84.46,51.99,101.56,0.41,187.95,0.5951,1.6970640254933922,0.6000383118900025,2,0,1
68.47,38.49,101.12,1.459,100.99,0.0762,-1.4621514368394501,-0.5064630140030819,0,0,0
76.27,45.98,100.97,2.041,129.67,0.522,0.4348822929311337,-0.3430215661933423,2,0,3
62.69,34.43,102.13,0.87,112.3,0.02,-1.8357524314903035,-0.3020311336753215,1,0,0
79.1,51.08,100.42,0.663,150.81,0.3911,0.5268597947026229,0.2513993548263957,2,0,1
93.84,42.0,101.14,1.553,136.64,0.7676,1.9720924203675092,-1.197377589123541,2,0,3
85.28,41.16,101.16,1.782,134.39,0.4173,0.6044403605238395,-0.6998308139726591,2,0,3
61.78,35.59,100.25,1.751,138.23,0.1276,-1.432872862832575,-0.47713328228368046,0,0,0
72.61,47.07,101.91,1.646,123.53,0.3462,-0.20149890994387246,0.17125521159522453,0,0,0
73.22,37.78,100.73,1.328,113.25,0.2425,-0.7093782351987944,-0.8164880961228923,0,0,0
87.71,40.83,101.69,0.34,204.85,0.5497,1.7121790288470031,-0.09891122771712754,2,0,3
62.41,34.92,101.62,0.192,135.01,0.0,-1.6985941296459837,-0.11535431628577665,1,0,0
87.62,30.81,101.27,0.759,113.46,0.472,0.5251543575634395,-1.8078032684256835,2,0,1
60.49,48.62,101.46,1.513,103.41,0.0,-1.8656472758231797,0.6472170655302143,0,0,0
58.16,42.96,101.66,0.936,125.07,0.0,-1.878941313576935,0.513036799111546,1,0,0
89.74,36.64,102.07,1.253,158.98,0.5997,1.4693484602528215,-0.9108310834369177,2,0,3
88.99,51.55,101.86,0.516,192.73,0.5518,1.8628280320656432,0.6341473972407697,2,0,1
91.97,29.3,100.87,1.451,159.11,0.9303,2.260890548595496,-2.184221207310987,2,0,3
61.83,52.76,101.36,0.016,104.51,0.234,-1.1020899065023095,0.674652620525665,1,0,0
88.58,46.43,100.03,1.082,179.84,0.611,1.730352853475726,-0.3665243951275232,2,0,1
94.18,41.46,100.73,1.411,131.5,0.6046,1.5131250838395855,-1.199530790201034,2,0,3
94.18,41.46,100.73,1.411,132.32,0.1997,0.49420161927236006,-0.7231550233678671,2,0,0
65.38,46.87,100.38,1.639,99.51,0.1475,-1.335737683807691,-0.041585889578418765,0,0,0
80.9,48.34,101.06,1.799,135.9,0.3173,0.2566657789139143,0.06733131988745662,0,0,3
66.86,34.2,101.2,0.855,136.84,0.086,-1.269453180236901,-0.4431910848979673,1,0,0
77.09,46.15,102.21,0.962,97.63,0.2075,-0.5427904848457425,-0.022654744927560228,1,0,1
76.7,48.87,100.69,1.353,123.24,0.279,-0.1624670323599727,0.03584787973700608,0,0,1
99.51,47.1,99.78,1.628,148.17,0.7647,2.4050423788705007,-1.0945045785761864,2,0,1
72.86,36.34,101.84,0.19,159.01,0.4612,0.2504797503443918,-0.4658660901719361,1,0,1
58.16,45.17,102.4,1.467,133.07,0.0007,-1.7570495003935442,0.9265167418659074,0,0,0
73.78,36.75,101.79,1.522,140.84,0.1007,-0.7895522623150271,-0.23727586733014266,0,0,3
69.6,33.8,101.08,2.142,139.71,0.1099,-1.0730285628043286,-0.56584906812911,0,0,0
82.26,38.09,100.32,1.162,139.73,0.3203,0.18232685796969017,-0.8950711225638658,2,0,1
73.87,47.04,100.79,0.216,157.39,0.0872,-0.5075570672565933,0.5429710625869282,1,0,1
85.41,54.48,100.45,0.574,148.54,0.5722,1.3527369969696927,0.16359237623880007,2,0,1
64.18,57.51,100.73,2.046,104.81,0.0212,-1.4869598818051448,1.0976249800532327,0,0,0
69.54,38.15,102.21,1.107,111.87,0.046,-1.3572889924475893,-0.16920903091621298,1,0,0
73.98,56.29,102.66,1.221,136.27,0.2726,-0.020694162714667206,1.2518557303929159,1,0,0
84.46,41.78,101.78,1.168,139.18,0.5161,0.8923749893838389,-0.559293881310745,2,0,3
93.53,35.93,100.39,1.235,159.37,0.8285,2.1884628103827595,-1.6770440758425853,2,0,3
79.61,33.55,100.62,1.723,151.19,0.3572,0.16083912469906006,-1.0641832083625595,2,0,3
90.34,50.76,100.77,1.629,167.26,0.5787,1.7162960776167275,0.010101363993649422,2,0,3
68.8,50.32,101.31,0.117,166.45,0.2587,-0.1839634171899731,0.9154378404452109,1,0,1
68.8,50.32,101.31,0.117,130.43,0.068,-0.9809451902388748,0.7758917019246266,1,0,0
62.92,34.4,100.57,1.012,117.3,0.1445,-1.5125399178954813,-0.7482052444055026,1,0,0
